"LibraryName","SampleID","SRA_Accession","Amplicon","Site","Cultivar","Compartment","Replicate","Time","TreeID"
"1-VBS-PR-LE-5","C_Paulared_Leaf_5","SRR28147089","16S","C","Paulared","Leaf",5,"May","C_Paulared_5"
"1-VBS-PR-LE-5","C_Paulared_Leaf_5","SRR28148281","ITS","C","Paulared","Leaf",5,"May","C_Paulared_5"
"2-ASB-CL-LE-1","A_Cortland_Leaf_1","SRR28147122","16S","A","Cortland","Leaf",1,"July","A_Cortland_1"
"2-ASB-CL-LE-1","A_Cortland_Leaf_1","SRR28148279","ITS","A","Cortland","Leaf",1,"July","A_Cortland_1"
"2-ASB-CL-LE-2","A_Cortland_Leaf_2","SRR28147121","16S","A","Cortland","Leaf",2,"July","A_Cortland_2"
"2-ASB-CL-LE-2","A_Cortland_Leaf_2","SRR28148278","ITS","A","Cortland","Leaf",2,"July","A_Cortland_2"
"2-ASB-CL-LE-3","A_Cortland_Leaf_3","SRR28147120","16S","A","Cortland","Leaf",3,"July","A_Cortland_3"
"2-ASB-CL-LE-3","A_Cortland_Leaf_3","SRR28148277","ITS","A","Cortland","Leaf",3,"July","A_Cortland_3"
"2-ASB-CL-LE-4","A_Cortland_Leaf_4","SRR28147119","16S","A","Cortland","Leaf",4,"July","A_Cortland_4"
"2-ASB-CL-LE-4","A_Cortland_Leaf_4","SRR28148276","ITS","A","Cortland","Leaf",4,"July","A_Cortland_4"
"2-ASB-CL-LE-5","A_Cortland_Leaf_5","SRR28147118","16S","A","Cortland","Leaf",5,"July","A_Cortland_5"
"2-ASB-CL-LE-5","A_Cortland_Leaf_5","SRR28148275","ITS","A","Cortland","Leaf",5,"July","A_Cortland_5"
"2-ASB-LI-LE-1","A_Liberty_Leaf_1","SRR28147117","16S","A","Liberty","Leaf",1,"July","A_Liberty_1"
"2-ASB-LI-LE-1","A_Liberty_Leaf_1","SRR28148274","ITS","A","Liberty","Leaf",1,"July","A_Liberty_1"
"2-ASB-LI-LE-2","A_Liberty_Leaf_2","SRR28147116","16S","A","Liberty","Leaf",2,"July","A_Liberty_2"
"2-ASB-LI-LE-2","A_Liberty_Leaf_2","SRR28148273","ITS","A","Liberty","Leaf",2,"July","A_Liberty_2"
"2-ASB-LI-LE-3","A_Liberty_Leaf_3","SRR28147115","16S","A","Liberty","Leaf",3,"July","A_Liberty_3"
"2-ASB-LI-LE-3","A_Liberty_Leaf_3","SRR28148272","ITS","A","Liberty","Leaf",3,"July","A_Liberty_3"
"2-ASB-LI-LE-4","A_Liberty_Leaf_4","SRR28147114","16S","A","Liberty","Leaf",4,"July","A_Liberty_4"
"2-ASB-LI-LE-4","A_Liberty_Leaf_4","SRR28148271","ITS","A","Liberty","Leaf",4,"July","A_Liberty_4"
"2-ASB-LI-LE-5","A_Liberty_Leaf_5","SRR28147113","16S","A","Liberty","Leaf",5,"July","A_Liberty_5"
"2-ASB-LI-LE-5","A_Liberty_Leaf_5","SRR28148270","ITS","A","Liberty","Leaf",5,"July","A_Liberty_5"
"2-ASB-PR-LE-1","A_Paulared_Leaf_1","SRR28147242","16S","A","Paulared","Leaf",1,"July","A_Paulared_1"
"2-ASB-PR-LE-1","A_Paulared_Leaf_1","SRR28148446","ITS","A","Paulared","Leaf",1,"July","A_Paulared_1"
"2-ASB-PR-LE-2","A_Paulared_Leaf_2","SRR28147241","16S","A","Paulared","Leaf",2,"July","A_Paulared_2"
"2-ASB-PR-LE-2","A_Paulared_Leaf_2","SRR28148445","ITS","A","Paulared","Leaf",2,"July","A_Paulared_2"
"2-ASB-PR-LE-3","A_Paulared_Leaf_3","SRR28147240","16S","A","Paulared","Leaf",3,"July","A_Paulared_3"
"2-ASB-PR-LE-3","A_Paulared_Leaf_3","SRR28148444","ITS","A","Paulared","Leaf",3,"July","A_Paulared_3"
"2-ASB-PR-LE-4","A_Paulared_Leaf_4","SRR28147239","16S","A","Paulared","Leaf",4,"July","A_Paulared_4"
"2-ASB-PR-LE-4","A_Paulared_Leaf_4","SRR28148443","ITS","A","Paulared","Leaf",4,"July","A_Paulared_4"
"2-ASB-PR-LE-5","A_Paulared_Leaf_5","SRR28147238","16S","A","Paulared","Leaf",5,"July","A_Paulared_5"
"2-ASB-PR-LE-5","A_Paulared_Leaf_5","SRR28148441","ITS","A","Paulared","Leaf",5,"July","A_Paulared_5"
"2-PMB-CL-LE-1","B_Cortland_Leaf_1","SRR28147237","16S","B","Cortland","Leaf",1,"July","B_Cortland_1"
"2-PMB-CL-LE-1","B_Cortland_Leaf_1","SRR28148440","ITS","B","Cortland","Leaf",1,"July","B_Cortland_1"
"2-PMB-CL-LE-2","B_Cortland_Leaf_2","SRR28147236","16S","B","Cortland","Leaf",2,"July","B_Cortland_2"
"2-PMB-CL-LE-2","B_Cortland_Leaf_2","SRR28148439","ITS","B","Cortland","Leaf",2,"July","B_Cortland_2"
"2-PMB-CL-LE-3","B_Cortland_Leaf_3","SRR28147235","16S","B","Cortland","Leaf",3,"July","B_Cortland_3"
"2-PMB-CL-LE-3","B_Cortland_Leaf_3","SRR28148442","ITS","B","Cortland","Leaf",3,"July","B_Cortland_3"
"2-PMB-CL-LE-4","B_Cortland_Leaf_4","SRR28147234","16S","B","Cortland","Leaf",4,"July","B_Cortland_4"
"2-PMB-CL-LE-4","B_Cortland_Leaf_4","SRR28148438","ITS","B","Cortland","Leaf",4,"July","B_Cortland_4"
"2-PMB-CL-LE-5","B_Cortland_Leaf_5","SRR28147233","16S","B","Cortland","Leaf",5,"July","B_Cortland_5"
"2-PMB-CL-LE-5","B_Cortland_Leaf_5","SRR28148437","ITS","B","Cortland","Leaf",5,"July","B_Cortland_5"
"2-PMB-LI-LE-1","B_Liberty_Leaf_1","SRR28147231","16S","B","Liberty","Leaf",1,"July","B_Liberty_1"
"2-PMB-LI-LE-1","B_Liberty_Leaf_1","SRR28148435","ITS","B","Liberty","Leaf",1,"July","B_Liberty_1"
"2-PMB-LI-LE-2","B_Liberty_Leaf_2","SRR28147230","16S","B","Liberty","Leaf",2,"July","B_Liberty_2"
"2-PMB-LI-LE-2","B_Liberty_Leaf_2","SRR28148433","ITS","B","Liberty","Leaf",2,"July","B_Liberty_2"
"2-PMB-LI-LE-3","B_Liberty_Leaf_3","SRR28147229","16S","B","Liberty","Leaf",3,"July","B_Liberty_3"
"2-PMB-LI-LE-3","B_Liberty_Leaf_3","SRR28148432","ITS","B","Liberty","Leaf",3,"July","B_Liberty_3"
"2-PMB-LI-LE-4","B_Liberty_Leaf_4","SRR28147228","16S","B","Liberty","Leaf",4,"July","B_Liberty_4"
"2-PMB-LI-LE-4","B_Liberty_Leaf_4","SRR28148431","ITS","B","Liberty","Leaf",4,"July","B_Liberty_4"
"2-PMB-LI-LE-5","B_Liberty_Leaf_5","SRR28147227","16S","B","Liberty","Leaf",5,"July","B_Liberty_5"
"2-PMB-LI-LE-5","B_Liberty_Leaf_5","SRR28148434","ITS","B","Liberty","Leaf",5,"July","B_Liberty_5"
"2-PMB-PR-LE-1","B_Paulared_Leaf_1","SRR28147226","16S","B","Paulared","Leaf",1,"July","B_Paulared_1"
"2-PMB-PR-LE-1","B_Paulared_Leaf_1","SRR28148430","ITS","B","Paulared","Leaf",1,"July","B_Paulared_1"
"2-PMB-PR-LE-2","B_Paulared_Leaf_2","SRR28147225","16S","B","Paulared","Leaf",2,"July","B_Paulared_2"
"2-PMB-PR-LE-2","B_Paulared_Leaf_2","SRR28148429","ITS","B","Paulared","Leaf",2,"July","B_Paulared_2"
"2-PMB-PR-LE-3","B_Paulared_Leaf_3","SRR28147224","16S","B","Paulared","Leaf",3,"July","B_Paulared_3"
"2-PMB-PR-LE-3","B_Paulared_Leaf_3","SRR28148428","ITS","B","Paulared","Leaf",3,"July","B_Paulared_3"
"2-PMB-PR-LE-4","B_Paulared_Leaf_4","SRR28147223","16S","B","Paulared","Leaf",4,"July","B_Paulared_4"
"2-PMB-PR-LE-4","B_Paulared_Leaf_4","SRR28148424","ITS","B","Paulared","Leaf",4,"July","B_Paulared_4"
"2-PMB-PR-LE-5","B_Paulared_Leaf_5","SRR28147222","16S","B","Paulared","Leaf",5,"July","B_Paulared_5"
"2-PMB-PR-LE-5","B_Paulared_Leaf_5","SRR28148425","ITS","B","Paulared","Leaf",5,"July","B_Paulared_5"
"2-VBS-CL-LE-1","C_Cortland_Leaf_1","SRR28147220","16S","C","Cortland","Leaf",1,"July","C_Cortland_1"
"2-VBS-CL-LE-1","C_Cortland_Leaf_1","SRR28148399","ITS","C","Cortland","Leaf",1,"July","C_Cortland_1"
"2-VBS-CL-LE-2","C_Cortland_Leaf_2","SRR28147219","16S","C","Cortland","Leaf",2,"July","C_Cortland_2"
"2-VBS-CL-LE-2","C_Cortland_Leaf_2","SRR28148426","ITS","C","Cortland","Leaf",2,"July","C_Cortland_2"
"2-VBS-CL-LE-3","C_Cortland_Leaf_3","SRR28147147","16S","C","Cortland","Leaf",3,"July","C_Cortland_3"
"2-VBS-CL-LE-3","C_Cortland_Leaf_3","SRR28148398","ITS","C","Cortland","Leaf",3,"July","C_Cortland_3"
"2-VBS-CL-LE-4","C_Cortland_Leaf_4","SRR28147146","16S","C","Cortland","Leaf",4,"July","C_Cortland_4"
"2-VBS-CL-LE-4","C_Cortland_Leaf_4","SRR28148397","ITS","C","Cortland","Leaf",4,"July","C_Cortland_4"
"2-VBS-CL-LE-5","C_Cortland_Leaf_5","SRR28147145","16S","C","Cortland","Leaf",5,"July","C_Cortland_5"
"2-VBS-CL-LE-5","C_Cortland_Leaf_5","SRR28148396","ITS","C","Cortland","Leaf",5,"July","C_Cortland_5"
"2-VBS-LI-LE-1","C_Liberty_Leaf_1","SRR28147144","16S","C","Liberty","Leaf",1,"July","C_Liberty_1"
"2-VBS-LI-LE-1","C_Liberty_Leaf_1","SRR28148395","ITS","C","Liberty","Leaf",1,"July","C_Liberty_1"
"2-VBS-LI-LE-2","C_Liberty_Leaf_2","SRR28147143","16S","C","Liberty","Leaf",2,"July","C_Liberty_2"
"2-VBS-LI-LE-2","C_Liberty_Leaf_2","SRR28148394","ITS","C","Liberty","Leaf",2,"July","C_Liberty_2"
"2-VBS-LI-LE-3","C_Liberty_Leaf_3","SRR28147142","16S","C","Liberty","Leaf",3,"July","C_Liberty_3"
"2-VBS-LI-LE-3","C_Liberty_Leaf_3","SRR28148393","ITS","C","Liberty","Leaf",3,"July","C_Liberty_3"
"2-VBS-LI-LE-4","C_Liberty_Leaf_4","SRR28147141","16S","C","Liberty","Leaf",4,"July","C_Liberty_4"
"2-VBS-LI-LE-4","C_Liberty_Leaf_4","SRR28148392","ITS","C","Liberty","Leaf",4,"July","C_Liberty_4"
"2-VBS-LI-LE-5","C_Liberty_Leaf_5","SRR28147140","16S","C","Liberty","Leaf",5,"July","C_Liberty_5"
"2-VBS-LI-LE-5","C_Liberty_Leaf_5","SRR28148391","ITS","C","Liberty","Leaf",5,"July","C_Liberty_5"
"2-VBS-PR-LE-1","C_Paulared_Leaf_1","SRR28147138","16S","C","Paulared","Leaf",1,"July","C_Paulared_1"
"2-VBS-PR-LE-1","C_Paulared_Leaf_1","SRR28148389","ITS","C","Paulared","Leaf",1,"July","C_Paulared_1"
"2-VBS-PR-LE-2","C_Paulared_Leaf_2","SRR28147137","16S","C","Paulared","Leaf",2,"July","C_Paulared_2"
"2-VBS-PR-LE-2","C_Paulared_Leaf_2","SRR28148388","ITS","C","Paulared","Leaf",2,"July","C_Paulared_2"
"2-VBS-PR-LE-3","C_Paulared_Leaf_3","SRR28147136","16S","C","Paulared","Leaf",3,"July","C_Paulared_3"
"2-VBS-PR-LE-3","C_Paulared_Leaf_3","SRR28148387","ITS","C","Paulared","Leaf",3,"July","C_Paulared_3"
"2-VBS-PR-LE-4","C_Paulared_Leaf_4","SRR28147135","16S","C","Paulared","Leaf",4,"July","C_Paulared_4"
"2-VBS-PR-LE-4","C_Paulared_Leaf_4","SRR28148386","ITS","C","Paulared","Leaf",4,"July","C_Paulared_4"
"2-VBS-PR-LE-5","C_Paulared_Leaf_5","SRR28147134","16S","C","Paulared","Leaf",5,"July","C_Paulared_5"
"2-VBS-PR-LE-5","C_Paulared_Leaf_5","SRR28148385","ITS","C","Paulared","Leaf",5,"July","C_Paulared_5"
"3-ASB-CL-LE-1","A_Cortland_Leaf_1","SRR28147133","16S","A","Cortland","Leaf",1,"August","A_Cortland_1"
"3-ASB-CL-LE-1","A_Cortland_Leaf_1","SRR28148384","ITS","A","Cortland","Leaf",1,"August","A_Cortland_1"
"3-ASB-CL-LE-2","A_Cortland_Leaf_2","SRR28147132","16S","A","Cortland","Leaf",2,"August","A_Cortland_2"
"3-ASB-CL-LE-2","A_Cortland_Leaf_2","SRR28148383","ITS","A","Cortland","Leaf",2,"August","A_Cortland_2"
"3-ASB-CL-LE-3","A_Cortland_Leaf_3","SRR28147131","16S","A","Cortland","Leaf",3,"August","A_Cortland_3"
"3-ASB-CL-LE-3","A_Cortland_Leaf_3","SRR28148382","ITS","A","Cortland","Leaf",3,"August","A_Cortland_3"
"3-ASB-CL-LE-4","A_Cortland_Leaf_4","SRR28147130","16S","A","Cortland","Leaf",4,"August","A_Cortland_4"
"3-ASB-CL-LE-4","A_Cortland_Leaf_4","SRR28148358","ITS","A","Cortland","Leaf",4,"August","A_Cortland_4"
"3-ASB-CL-LE-5","A_Cortland_Leaf_5","SRR28147129","16S","A","Cortland","Leaf",5,"August","A_Cortland_5"
"3-ASB-CL-LE-5","A_Cortland_Leaf_5","SRR28148356","ITS","A","Cortland","Leaf",5,"August","A_Cortland_5"
"3-ASB-LI-LE-1","A_Liberty_Leaf_1","SRR28147127","16S","A","Liberty","Leaf",1,"August","A_Liberty_1"
"3-ASB-LI-LE-1","A_Liberty_Leaf_1","SRR28148353","ITS","A","Liberty","Leaf",1,"August","A_Liberty_1"
"3-ASB-LI-LE-2","A_Liberty_Leaf_2","SRR28147126","16S","A","Liberty","Leaf",2,"August","A_Liberty_2"
"3-ASB-LI-LE-2","A_Liberty_Leaf_2","SRR28148352","ITS","A","Liberty","Leaf",2,"August","A_Liberty_2"
"3-ASB-LI-LE-3","A_Liberty_Leaf_3","SRR28147125","16S","A","Liberty","Leaf",3,"August","A_Liberty_3"
"3-ASB-LI-LE-3","A_Liberty_Leaf_3","SRR28148355","ITS","A","Liberty","Leaf",3,"August","A_Liberty_3"
"3-ASB-LI-LE-4","A_Liberty_Leaf_4","SRR28147124","16S","A","Liberty","Leaf",4,"August","A_Liberty_4"
"3-ASB-LI-LE-4","A_Liberty_Leaf_4","SRR28148351","ITS","A","Liberty","Leaf",4,"August","A_Liberty_4"
"3-ASB-LI-LE-5","A_Liberty_Leaf_5","SRR28147218","16S","A","Liberty","Leaf",5,"August","A_Liberty_5"
"3-ASB-LI-LE-5","A_Liberty_Leaf_5","SRR28148350","ITS","A","Liberty","Leaf",5,"August","A_Liberty_5"
"3-ASB-PR-LE-1","A_Paulared_Leaf_1","SRR28147217","16S","A","Paulared","Leaf",1,"August","A_Paulared_1"
"3-ASB-PR-LE-1","A_Paulared_Leaf_1","SRR28148349","ITS","A","Paulared","Leaf",1,"August","A_Paulared_1"
"3-ASB-PR-LE-2","A_Paulared_Leaf_2","SRR28147216","16S","A","Paulared","Leaf",2,"August","A_Paulared_2"
"3-ASB-PR-LE-2","A_Paulared_Leaf_2","SRR28148348","ITS","A","Paulared","Leaf",2,"August","A_Paulared_2"
"3-ASB-PR-LE-3","A_Paulared_Leaf_3","SRR28147215","16S","A","Paulared","Leaf",3,"August","A_Paulared_3"
"3-ASB-PR-LE-3","A_Paulared_Leaf_3","SRR28148346","ITS","A","Paulared","Leaf",3,"August","A_Paulared_3"
"3-ASB-PR-LE-4","A_Paulared_Leaf_4","SRR28147214","16S","A","Paulared","Leaf",4,"August","A_Paulared_4"
"3-ASB-PR-LE-4","A_Paulared_Leaf_4","SRR28148345","ITS","A","Paulared","Leaf",4,"August","A_Paulared_4"
"3-ASB-PR-LE-5","A_Paulared_Leaf_5","SRR28147213","16S","A","Paulared","Leaf",5,"August","A_Paulared_5"
"3-ASB-PR-LE-5","A_Paulared_Leaf_5","SRR28148344","ITS","A","Paulared","Leaf",5,"August","A_Paulared_5"
"3-PMB-CL-LE-1","B_Cortland_Leaf_1","SRR28147211","16S","B","Cortland","Leaf",1,"August","B_Cortland_1"
"3-PMB-CL-LE-1","B_Cortland_Leaf_1","SRR28148343","ITS","B","Cortland","Leaf",1,"August","B_Cortland_1"
"3-PMB-CL-LE-2","B_Cortland_Leaf_2","SRR28147210","16S","B","Cortland","Leaf",2,"August","B_Cortland_2"
"3-PMB-CL-LE-2","B_Cortland_Leaf_2","SRR28148342","ITS","B","Cortland","Leaf",2,"August","B_Cortland_2"
"3-PMB-CL-LE-3","B_Cortland_Leaf_3","SRR28147209","16S","B","Cortland","Leaf",3,"August","B_Cortland_3"
"3-PMB-CL-LE-3","B_Cortland_Leaf_3","SRR28148341","ITS","B","Cortland","Leaf",3,"August","B_Cortland_3"
"3-PMB-CL-LE-4","B_Cortland_Leaf_4","SRR28147208","16S","B","Cortland","Leaf",4,"August","B_Cortland_4"
"3-PMB-CL-LE-4","B_Cortland_Leaf_4","SRR28148340","ITS","B","Cortland","Leaf",4,"August","B_Cortland_4"
"3-PMB-CL-LE-5","B_Cortland_Leaf_5","SRR28147207","16S","B","Cortland","Leaf",5,"August","B_Cortland_5"
"3-PMB-CL-LE-5","B_Cortland_Leaf_5","SRR28148338","ITS","B","Cortland","Leaf",5,"August","B_Cortland_5"
"3-PMB-LI-LE-1","B_Liberty_Leaf_1","SRR28147206","16S","B","Liberty","Leaf",1,"August","B_Liberty_1"
"3-PMB-LI-LE-1","B_Liberty_Leaf_1","SRR28148337","ITS","B","Liberty","Leaf",1,"August","B_Liberty_1"
"3-PMB-LI-LE-2","B_Liberty_Leaf_2","SRR28147205","16S","B","Liberty","Leaf",2,"August","B_Liberty_2"
"3-PMB-LI-LE-2","B_Liberty_Leaf_2","SRR28148336","ITS","B","Liberty","Leaf",2,"August","B_Liberty_2"
"3-PMB-LI-LE-3","B_Liberty_Leaf_3","SRR28147204","16S","B","Liberty","Leaf",3,"August","B_Liberty_3"
"3-PMB-LI-LE-3","B_Liberty_Leaf_3","SRR28148339","ITS","B","Liberty","Leaf",3,"August","B_Liberty_3"
"3-PMB-LI-LE-4","B_Liberty_Leaf_4","SRR28147203","16S","B","Liberty","Leaf",4,"August","B_Liberty_4"
"3-PMB-LI-LE-4","B_Liberty_Leaf_4","SRR28148311","ITS","B","Liberty","Leaf",4,"August","B_Liberty_4"
"3-PMB-LI-LE-5","B_Liberty_Leaf_5","SRR28147202","16S","B","Liberty","Leaf",5,"August","B_Liberty_5"
"3-PMB-LI-LE-5","B_Liberty_Leaf_5","SRR28148310","ITS","B","Liberty","Leaf",5,"August","B_Liberty_5"
"3-PMB-PR-LE-1","B_Paulared_Leaf_1","SRR28147200","16S","B","Paulared","Leaf",1,"August","B_Paulared_1"
"3-PMB-PR-LE-1","B_Paulared_Leaf_1","SRR28148308","ITS","B","Paulared","Leaf",1,"August","B_Paulared_1"
"3-PMB-PR-LE-2","B_Paulared_Leaf_2","SRR28147199","16S","B","Paulared","Leaf",2,"August","B_Paulared_2"
"3-PMB-PR-LE-2","B_Paulared_Leaf_2","SRR28148307","ITS","B","Paulared","Leaf",2,"August","B_Paulared_2"
"3-PMB-PR-LE-3","B_Paulared_Leaf_3","SRR28147198","16S","B","Paulared","Leaf",3,"August","B_Paulared_3"
"3-PMB-PR-LE-3","B_Paulared_Leaf_3","SRR28148306","ITS","B","Paulared","Leaf",3,"August","B_Paulared_3"
"3-PMB-PR-LE-4","B_Paulared_Leaf_4","SRR28147197","16S","B","Paulared","Leaf",4,"August","B_Paulared_4"
"3-PMB-PR-LE-4","B_Paulared_Leaf_4","SRR28148305","ITS","B","Paulared","Leaf",4,"August","B_Paulared_4"
"3-PMB-PR-LE-5","B_Paulared_Leaf_5","SRR28147196","16S","B","Paulared","Leaf",5,"August","B_Paulared_5"
"3-PMB-PR-LE-5","B_Paulared_Leaf_5","SRR28148304","ITS","B","Paulared","Leaf",5,"August","B_Paulared_5"
"3-VBS-CL-LE-1","C_Cortland_Leaf_1","SRR28147195","16S","C","Cortland","Leaf",1,"August","C_Cortland_1"
"3-VBS-CL-LE-1","C_Cortland_Leaf_1","SRR28148303","ITS","C","Cortland","Leaf",1,"August","C_Cortland_1"
"3-VBS-CL-LE-2","C_Cortland_Leaf_2","SRR28147194","16S","C","Cortland","Leaf",2,"August","C_Cortland_2"
"3-VBS-CL-LE-2","C_Cortland_Leaf_2","SRR28148302","ITS","C","Cortland","Leaf",2,"August","C_Cortland_2"
"3-VBS-CL-LE-3","C_Cortland_Leaf_3","SRR28147193","16S","C","Cortland","Leaf",3,"August","C_Cortland_3"
"3-VBS-CL-LE-3","C_Cortland_Leaf_3","SRR28148301","ITS","C","Cortland","Leaf",3,"August","C_Cortland_3"
"3-VBS-CL-LE-4","C_Cortland_Leaf_4","SRR28147192","16S","C","Cortland","Leaf",4,"August","C_Cortland_4"
"3-VBS-CL-LE-4","C_Cortland_Leaf_4","SRR28148300","ITS","C","Cortland","Leaf",4,"August","C_Cortland_4"
"3-VBS-CL-LE-5","C_Cortland_Leaf_5","SRR28147191","16S","C","Cortland","Leaf",5,"August","C_Cortland_5"
"3-VBS-CL-LE-5","C_Cortland_Leaf_5","SRR28148299","ITS","C","Cortland","Leaf",5,"August","C_Cortland_5"
"3-VBS-LI-LE-1","C_Liberty_Leaf_1","SRR28147189","16S","C","Liberty","Leaf",1,"August","C_Liberty_1"
"3-VBS-LI-LE-1","C_Liberty_Leaf_1","SRR28148296","ITS","C","Liberty","Leaf",1,"August","C_Liberty_1"
"3-VBS-LI-LE-2","C_Liberty_Leaf_2","SRR28147188","16S","C","Liberty","Leaf",2,"August","C_Liberty_2"
"3-VBS-LI-LE-2","C_Liberty_Leaf_2","SRR28148295","ITS","C","Liberty","Leaf",2,"August","C_Liberty_2"
"3-VBS-LI-LE-3","C_Liberty_Leaf_3","SRR28147187","16S","C","Liberty","Leaf",3,"August","C_Liberty_3"
"3-VBS-LI-LE-3","C_Liberty_Leaf_3","SRR28148294","ITS","C","Liberty","Leaf",3,"August","C_Liberty_3"
"3-VBS-LI-LE-4","C_Liberty_Leaf_4","SRR28147186","16S","C","Liberty","Leaf",4,"August","C_Liberty_4"
"3-VBS-LI-LE-4","C_Liberty_Leaf_4","SRR28148297","ITS","C","Liberty","Leaf",4,"August","C_Liberty_4"
"3-VBS-LI-LE-5","C_Liberty_Leaf_5","SRR28147185","16S","C","Liberty","Leaf",5,"August","C_Liberty_5"
"3-VBS-LI-LE-5","C_Liberty_Leaf_5","SRR28148293","ITS","C","Liberty","Leaf",5,"August","C_Liberty_5"
"3-VBS-PR-LE-1","C_Paulared_Leaf_1","SRR28147184","16S","C","Paulared","Leaf",1,"August","C_Paulared_1"
"3-VBS-PR-LE-1","C_Paulared_Leaf_1","SRR28148292","ITS","C","Paulared","Leaf",1,"August","C_Paulared_1"
"3-VBS-PR-LE-2","C_Paulared_Leaf_2","SRR28147183","16S","C","Paulared","Leaf",2,"August","C_Paulared_2"
"3-VBS-PR-LE-2","C_Paulared_Leaf_2","SRR28148427","ITS","C","Paulared","Leaf",2,"August","C_Paulared_2"
"3-VBS-PR-LE-3","C_Paulared_Leaf_3","SRR28147182","16S","C","Paulared","Leaf",3,"August","C_Paulared_3"
"3-VBS-PR-LE-3","C_Paulared_Leaf_3","SRR28148423","ITS","C","Paulared","Leaf",3,"August","C_Paulared_3"
"3-VBS-PR-LE-5","C_Paulared_Leaf_5","SRR28147181","16S","C","Paulared","Leaf",5,"August","C_Paulared_5"
"3-VBS-PR-LE-5","C_Paulared_Leaf_5","SRR28148421","ITS","C","Paulared","Leaf",5,"August","C_Paulared_5"
